category,type,comparative_word,is_to,sub_word,target_word
syntactic,gram3-comparative,safe,safer,smart,smarter
syntactic,gram3-comparative,safe,safer,strong,stronger
syntactic,gram3-comparative,safe,safer,tall,taller
syntactic,gram3-comparative,safe,safer,tight,tighter
syntactic,gram3-comparative,safe,safer,tough,tougher
syntactic,gram3-comparative,safe,safer,warm,warmer
syntactic,gram3-comparative,safe,safer,weak,weaker
syntactic,gram3-comparative,safe,safer,wide,wider
syntactic,gram3-comparative,safe,safer,young,younger
syntactic,gram3-comparative,safe,safer,bad,worse
syntactic,gram3-comparative,safe,safer,big,bigger
syntactic,gram3-comparative,safe,safer,bright,brighter
syntactic,gram3-comparative,safe,safer,cheap,cheaper
syntactic,gram3-comparative,safe,safer,cold,colder
syntactic,gram3-comparative,safe,safer,cool,cooler
syntactic,gram3-comparative,safe,safer,deep,deeper
syntactic,gram3-comparative,safe,safer,easy,easier
syntactic,gram3-comparative,safe,safer,fast,faster
syntactic,gram3-comparative,safe,safer,good,better
syntactic,gram3-comparative,safe,safer,great,greater
syntactic,gram3-comparative,safe,safer,hard,harder
syntactic,gram3-comparative,safe,safer,heavy,heavier
syntactic,gram3-comparative,safe,safer,high,higher
syntactic,gram3-comparative,safe,safer,hot,hotter
syntactic,gram3-comparative,safe,safer,large,larger
syntactic,gram3-comparative,safe,safer,long,longer
syntactic,gram3-comparative,safe,safer,loud,louder
syntactic,gram3-comparative,safe,safer,low,lower
syntactic,gram3-comparative,safe,safer,new,newer
syntactic,gram3-comparative,safe,safer,old,older
syntactic,gram3-comparative,safe,safer,quick,quicker
syntactic,gram3-comparative,sharp,sharper,short,shorter
syntactic,gram3-comparative,sharp,sharper,simple,simpler
syntactic,gram3-comparative,sharp,sharper,slow,slower
syntactic,gram3-comparative,sharp,sharper,small,smaller
syntactic,gram3-comparative,sharp,sharper,smart,smarter
syntactic,gram3-comparative,sharp,sharper,strong,stronger
syntactic,gram3-comparative,sharp,sharper,tall,taller
syntactic,gram3-comparative,sharp,sharper,tight,tighter
syntactic,gram3-comparative,sharp,sharper,tough,tougher
syntactic,gram3-comparative,sharp,sharper,warm,warmer
syntactic,gram3-comparative,sharp,sharper,weak,weaker
syntactic,gram3-comparative,sharp,sharper,wide,wider
syntactic,gram3-comparative,sharp,sharper,young,younger
syntactic,gram3-comparative,sharp,sharper,bad,worse
syntactic,gram3-comparative,sharp,sharper,big,bigger
syntactic,gram3-comparative,sharp,sharper,bright,brighter
syntactic,gram3-comparative,sharp,sharper,cheap,cheaper
syntactic,gram3-comparative,sharp,sharper,cold,colder
syntactic,gram3-comparative,sharp,sharper,cool,cooler
syntactic,gram3-comparative,sharp,sharper,deep,deeper
syntactic,gram3-comparative,sharp,sharper,easy,easier
syntactic,gram3-comparative,sharp,sharper,fast,faster
syntactic,gram3-comparative,sharp,sharper,good,better
syntactic,gram3-comparative,sharp,sharper,great,greater
syntactic,gram3-comparative,sharp,sharper,hard,harder
syntactic,gram3-comparative,sharp,sharper,heavy,heavier
syntactic,gram3-comparative,sharp,sharper,high,higher
syntactic,gram3-comparative,sharp,sharper,hot,hotter
syntactic,gram3-comparative,sharp,sharper,large,larger
syntactic,gram3-comparative,sharp,sharper,long,longer
syntactic,gram3-comparative,sharp,sharper,loud,louder
syntactic,gram3-comparative,sharp,sharper,low,lower
syntactic,gram3-comparative,sharp,sharper,new,newer
syntactic,gram3-comparative,sharp,sharper,old,older
syntactic,gram3-comparative,sharp,sharper,quick,quicker
syntactic,gram3-comparative,sharp,sharper,safe,safer
syntactic,gram3-comparative,short,shorter,simple,simpler
syntactic,gram3-comparative,short,shorter,slow,slower
syntactic,gram3-comparative,short,shorter,small,smaller
syntactic,gram3-comparative,short,shorter,smart,smarter
syntactic,gram3-comparative,short,shorter,strong,stronger
syntactic,gram3-comparative,short,shorter,tall,taller
syntactic,gram3-comparative,short,shorter,tight,tighter
syntactic,gram3-comparative,short,shorter,tough,tougher
syntactic,gram3-comparative,short,shorter,warm,warmer
syntactic,gram3-comparative,short,shorter,weak,weaker
syntactic,gram3-comparative,short,shorter,wide,wider
syntactic,gram3-comparative,short,shorter,young,younger
syntactic,gram3-comparative,short,shorter,bad,worse
syntactic,gram3-comparative,short,shorter,big,bigger
syntactic,gram3-comparative,short,shorter,bright,brighter
syntactic,gram3-comparative,short,shorter,cheap,cheaper
syntactic,gram3-comparative,short,shorter,cold,colder
syntactic,gram3-comparative,short,shorter,cool,cooler
syntactic,gram3-comparative,short,shorter,deep,deeper
syntactic,gram3-comparative,short,shorter,easy,easier
syntactic,gram3-comparative,short,shorter,fast,faster
syntactic,gram3-comparative,short,shorter,good,better
syntactic,gram3-comparative,short,shorter,great,greater
syntactic,gram3-comparative,short,shorter,hard,harder
syntactic,gram3-comparative,short,shorter,heavy,heavier
syntactic,gram3-comparative,short,shorter,high,higher
syntactic,gram3-comparative,short,shorter,hot,hotter
syntactic,gram3-comparative,short,shorter,large,larger
syntactic,gram3-comparative,short,shorter,long,longer
syntactic,gram3-comparative,short,shorter,loud,louder
syntactic,gram3-comparative,short,shorter,low,lower
syntactic,gram3-comparative,short,shorter,new,newer
syntactic,gram3-comparative,short,shorter,old,older
syntactic,gram3-comparative,short,shorter,quick,quicker
syntactic,gram3-comparative,short,shorter,safe,safer
syntactic,gram3-comparative,short,shorter,sharp,sharper
syntactic,gram3-comparative,simple,simpler,slow,slower
syntactic,gram3-comparative,simple,simpler,small,smaller
syntactic,gram3-comparative,simple,simpler,smart,smarter
syntactic,gram3-comparative,simple,simpler,strong,stronger
syntactic,gram3-comparative,simple,simpler,tall,taller
syntactic,gram3-comparative,simple,simpler,tight,tighter
syntactic,gram3-comparative,simple,simpler,tough,tougher
syntactic,gram3-comparative,simple,simpler,warm,warmer
syntactic,gram3-comparative,simple,simpler,weak,weaker
syntactic,gram3-comparative,simple,simpler,wide,wider
syntactic,gram3-comparative,simple,simpler,young,younger
syntactic,gram3-comparative,simple,simpler,bad,worse
syntactic,gram3-comparative,simple,simpler,big,bigger
syntactic,gram3-comparative,simple,simpler,bright,brighter
syntactic,gram3-comparative,simple,simpler,cheap,cheaper
syntactic,gram3-comparative,simple,simpler,cold,colder
syntactic,gram3-comparative,simple,simpler,cool,cooler
syntactic,gram3-comparative,simple,simpler,deep,deeper
syntactic,gram3-comparative,simple,simpler,easy,easier
syntactic,gram3-comparative,simple,simpler,fast,faster
syntactic,gram3-comparative,simple,simpler,good,better
syntactic,gram3-comparative,simple,simpler,great,greater
syntactic,gram3-comparative,simple,simpler,hard,harder
syntactic,gram3-comparative,simple,simpler,heavy,heavier
syntactic,gram3-comparative,simple,simpler,high,higher
syntactic,gram3-comparative,simple,simpler,hot,hotter
syntactic,gram3-comparative,simple,simpler,large,larger
syntactic,gram3-comparative,simple,simpler,long,longer
syntactic,gram3-comparative,simple,simpler,loud,louder
syntactic,gram3-comparative,simple,simpler,low,lower
syntactic,gram3-comparative,simple,simpler,new,newer
syntactic,gram3-comparative,simple,simpler,old,older
syntactic,gram3-comparative,simple,simpler,quick,quicker
syntactic,gram3-comparative,simple,simpler,safe,safer
syntactic,gram3-comparative,simple,simpler,sharp,sharper
syntactic,gram3-comparative,simple,simpler,short,shorter
syntactic,gram3-comparative,slow,slower,small,smaller
syntactic,gram3-comparative,slow,slower,smart,smarter
syntactic,gram3-comparative,slow,slower,strong,stronger
syntactic,gram3-comparative,slow,slower,tall,taller
syntactic,gram3-comparative,slow,slower,tight,tighter
syntactic,gram3-comparative,slow,slower,tough,tougher
syntactic,gram3-comparative,slow,slower,warm,warmer
syntactic,gram3-comparative,slow,slower,weak,weaker
syntactic,gram3-comparative,slow,slower,wide,wider
syntactic,gram3-comparative,slow,slower,young,younger
syntactic,gram3-comparative,slow,slower,bad,worse
syntactic,gram3-comparative,slow,slower,big,bigger
syntactic,gram3-comparative,slow,slower,bright,brighter
syntactic,gram3-comparative,slow,slower,cheap,cheaper
syntactic,gram3-comparative,slow,slower,cold,colder
syntactic,gram3-comparative,slow,slower,cool,cooler
syntactic,gram3-comparative,slow,slower,deep,deeper
syntactic,gram3-comparative,slow,slower,easy,easier
syntactic,gram3-comparative,slow,slower,fast,faster
syntactic,gram3-comparative,slow,slower,good,better
syntactic,gram3-comparative,slow,slower,great,greater
syntactic,gram3-comparative,slow,slower,hard,harder
syntactic,gram3-comparative,slow,slower,heavy,heavier
syntactic,gram3-comparative,slow,slower,high,higher
syntactic,gram3-comparative,slow,slower,hot,hotter
syntactic,gram3-comparative,slow,slower,large,larger
syntactic,gram3-comparative,slow,slower,long,longer
syntactic,gram3-comparative,slow,slower,loud,louder
syntactic,gram3-comparative,slow,slower,low,lower
syntactic,gram3-comparative,slow,slower,new,newer
syntactic,gram3-comparative,slow,slower,old,older
syntactic,gram3-comparative,slow,slower,quick,quicker
syntactic,gram3-comparative,slow,slower,safe,safer
syntactic,gram3-comparative,slow,slower,sharp,sharper
syntactic,gram3-comparative,slow,slower,short,shorter
syntactic,gram3-comparative,slow,slower,simple,simpler
syntactic,gram3-comparative,small,smaller,smart,smarter
syntactic,gram3-comparative,small,smaller,strong,stronger
syntactic,gram3-comparative,small,smaller,tall,taller
syntactic,gram3-comparative,small,smaller,tight,tighter
syntactic,gram3-comparative,small,smaller,tough,tougher
syntactic,gram3-comparative,small,smaller,warm,warmer
syntactic,gram3-comparative,small,smaller,weak,weaker
syntactic,gram3-comparative,small,smaller,wide,wider
syntactic,gram3-comparative,small,smaller,young,younger
syntactic,gram3-comparative,small,smaller,bad,worse
syntactic,gram3-comparative,small,smaller,big,bigger
syntactic,gram3-comparative,small,smaller,bright,brighter
syntactic,gram3-comparative,small,smaller,cheap,cheaper
syntactic,gram3-comparative,small,smaller,cold,colder
syntactic,gram3-comparative,small,smaller,cool,cooler
syntactic,gram3-comparative,small,smaller,deep,deeper
syntactic,gram3-comparative,small,smaller,easy,easier
syntactic,gram3-comparative,small,smaller,fast,faster
syntactic,gram3-comparative,small,smaller,good,better
syntactic,gram3-comparative,small,smaller,great,greater
syntactic,gram3-comparative,small,smaller,hard,harder
syntactic,gram3-comparative,small,smaller,heavy,heavier
syntactic,gram3-comparative,small,smaller,high,higher
syntactic,gram3-comparative,small,smaller,hot,hotter
syntactic,gram3-comparative,small,smaller,large,larger
syntactic,gram3-comparative,small,smaller,long,longer
syntactic,gram3-comparative,small,smaller,loud,louder
syntactic,gram3-comparative,small,smaller,low,lower
syntactic,gram3-comparative,small,smaller,new,newer
syntactic,gram3-comparative,small,smaller,old,older
syntactic,gram3-comparative,small,smaller,quick,quicker
syntactic,gram3-comparative,small,smaller,safe,safer
syntactic,gram3-comparative,small,smaller,sharp,sharper
syntactic,gram3-comparative,small,smaller,short,shorter
syntactic,gram3-comparative,small,smaller,simple,simpler
syntactic,gram3-comparative,small,smaller,slow,slower
syntactic,gram3-comparative,smart,smarter,strong,stronger
syntactic,gram3-comparative,smart,smarter,tall,taller
syntactic,gram3-comparative,smart,smarter,tight,tighter
syntactic,gram3-comparative,smart,smarter,tough,tougher
syntactic,gram3-comparative,smart,smarter,warm,warmer
syntactic,gram3-comparative,smart,smarter,weak,weaker
syntactic,gram3-comparative,smart,smarter,wide,wider
syntactic,gram3-comparative,smart,smarter,young,younger
syntactic,gram3-comparative,smart,smarter,bad,worse
syntactic,gram3-comparative,smart,smarter,big,bigger
syntactic,gram3-comparative,smart,smarter,bright,brighter
syntactic,gram3-comparative,smart,smarter,cheap,cheaper
syntactic,gram3-comparative,smart,smarter,cold,colder
syntactic,gram3-comparative,smart,smarter,cool,cooler
syntactic,gram3-comparative,smart,smarter,deep,deeper
syntactic,gram3-comparative,smart,smarter,easy,easier
syntactic,gram3-comparative,smart,smarter,fast,faster
syntactic,gram3-comparative,smart,smarter,good,better
syntactic,gram3-comparative,smart,smarter,great,greater
syntactic,gram3-comparative,smart,smarter,hard,harder
syntactic,gram3-comparative,smart,smarter,heavy,heavier
syntactic,gram3-comparative,smart,smarter,high,higher
syntactic,gram3-comparative,smart,smarter,hot,hotter
syntactic,gram3-comparative,smart,smarter,large,larger
syntactic,gram3-comparative,smart,smarter,long,longer
syntactic,gram3-comparative,smart,smarter,loud,louder
syntactic,gram3-comparative,smart,smarter,low,lower
syntactic,gram3-comparative,smart,smarter,new,newer
syntactic,gram3-comparative,smart,smarter,old,older
syntactic,gram3-comparative,smart,smarter,quick,quicker
syntactic,gram3-comparative,smart,smarter,safe,safer
syntactic,gram3-comparative,smart,smarter,sharp,sharper
syntactic,gram3-comparative,smart,smarter,short,shorter
syntactic,gram3-comparative,smart,smarter,simple,simpler
syntactic,gram3-comparative,smart,smarter,slow,slower
syntactic,gram3-comparative,smart,smarter,small,smaller
syntactic,gram3-comparative,strong,stronger,tall,taller
syntactic,gram3-comparative,strong,stronger,tight,tighter
syntactic,gram3-comparative,strong,stronger,tough,tougher
syntactic,gram3-comparative,strong,stronger,warm,warmer
syntactic,gram3-comparative,strong,stronger,weak,weaker
syntactic,gram3-comparative,strong,stronger,wide,wider
syntactic,gram3-comparative,strong,stronger,young,younger
syntactic,gram3-comparative,strong,stronger,bad,worse
syntactic,gram3-comparative,strong,stronger,big,bigger
syntactic,gram3-comparative,strong,stronger,bright,brighter
syntactic,gram3-comparative,strong,stronger,cheap,cheaper
syntactic,gram3-comparative,strong,stronger,cold,colder
syntactic,gram3-comparative,strong,stronger,cool,cooler
syntactic,gram3-comparative,strong,stronger,deep,deeper
syntactic,gram3-comparative,strong,stronger,easy,easier
syntactic,gram3-comparative,strong,stronger,fast,faster
syntactic,gram3-comparative,strong,stronger,good,better
syntactic,gram3-comparative,strong,stronger,great,greater
syntactic,gram3-comparative,strong,stronger,hard,harder
syntactic,gram3-comparative,strong,stronger,heavy,heavier
syntactic,gram3-comparative,strong,stronger,high,higher
syntactic,gram3-comparative,strong,stronger,hot,hotter
syntactic,gram3-comparative,strong,stronger,large,larger
syntactic,gram3-comparative,strong,stronger,long,longer
syntactic,gram3-comparative,strong,stronger,loud,louder
syntactic,gram3-comparative,strong,stronger,low,lower
syntactic,gram3-comparative,strong,stronger,new,newer
syntactic,gram3-comparative,strong,stronger,old,older
syntactic,gram3-comparative,strong,stronger,quick,quicker
syntactic,gram3-comparative,strong,stronger,safe,safer
syntactic,gram3-comparative,strong,stronger,sharp,sharper
syntactic,gram3-comparative,strong,stronger,short,shorter
syntactic,gram3-comparative,strong,stronger,simple,simpler
syntactic,gram3-comparative,strong,stronger,slow,slower
syntactic,gram3-comparative,strong,stronger,small,smaller
syntactic,gram3-comparative,strong,stronger,smart,smarter
syntactic,gram3-comparative,tall,taller,tight,tighter
syntactic,gram3-comparative,tall,taller,tough,tougher
syntactic,gram3-comparative,tall,taller,warm,warmer
syntactic,gram3-comparative,tall,taller,weak,weaker
syntactic,gram3-comparative,tall,taller,wide,wider
syntactic,gram3-comparative,tall,taller,young,younger
syntactic,gram3-comparative,tall,taller,bad,worse
syntactic,gram3-comparative,tall,taller,big,bigger
syntactic,gram3-comparative,tall,taller,bright,brighter
syntactic,gram3-comparative,tall,taller,cheap,cheaper
syntactic,gram3-comparative,tall,taller,cold,colder
syntactic,gram3-comparative,tall,taller,cool,cooler
syntactic,gram3-comparative,tall,taller,deep,deeper
syntactic,gram3-comparative,tall,taller,easy,easier
syntactic,gram3-comparative,tall,taller,fast,faster
syntactic,gram3-comparative,tall,taller,good,better
syntactic,gram3-comparative,tall,taller,great,greater
syntactic,gram3-comparative,tall,taller,hard,harder
syntactic,gram3-comparative,tall,taller,heavy,heavier
syntactic,gram3-comparative,tall,taller,high,higher
syntactic,gram3-comparative,tall,taller,hot,hotter
syntactic,gram3-comparative,tall,taller,large,larger
syntactic,gram3-comparative,tall,taller,long,longer
syntactic,gram3-comparative,tall,taller,loud,louder
syntactic,gram3-comparative,tall,taller,low,lower
syntactic,gram3-comparative,tall,taller,new,newer
syntactic,gram3-comparative,tall,taller,old,older
syntactic,gram3-comparative,tall,taller,quick,quicker
syntactic,gram3-comparative,tall,taller,safe,safer
syntactic,gram3-comparative,tall,taller,sharp,sharper
syntactic,gram3-comparative,tall,taller,short,shorter
syntactic,gram3-comparative,tall,taller,simple,simpler
syntactic,gram3-comparative,tall,taller,slow,slower
syntactic,gram3-comparative,tall,taller,small,smaller
syntactic,gram3-comparative,tall,taller,smart,smarter
syntactic,gram3-comparative,tall,taller,strong,stronger
syntactic,gram3-comparative,tight,tighter,tough,tougher
syntactic,gram3-comparative,tight,tighter,warm,warmer
syntactic,gram3-comparative,tight,tighter,weak,weaker
syntactic,gram3-comparative,tight,tighter,wide,wider
syntactic,gram3-comparative,tight,tighter,young,younger
syntactic,gram3-comparative,tight,tighter,bad,worse
syntactic,gram3-comparative,tight,tighter,big,bigger
syntactic,gram3-comparative,tight,tighter,bright,brighter
syntactic,gram3-comparative,tight,tighter,cheap,cheaper
syntactic,gram3-comparative,tight,tighter,cold,colder
syntactic,gram3-comparative,tight,tighter,cool,cooler
syntactic,gram3-comparative,tight,tighter,deep,deeper
syntactic,gram3-comparative,tight,tighter,easy,easier
syntactic,gram3-comparative,tight,tighter,fast,faster
syntactic,gram3-comparative,tight,tighter,good,better
syntactic,gram3-comparative,tight,tighter,great,greater
syntactic,gram3-comparative,tight,tighter,hard,harder
syntactic,gram3-comparative,tight,tighter,heavy,heavier
syntactic,gram3-comparative,tight,tighter,high,higher
syntactic,gram3-comparative,tight,tighter,hot,hotter
syntactic,gram3-comparative,tight,tighter,large,larger
syntactic,gram3-comparative,tight,tighter,long,longer
syntactic,gram3-comparative,tight,tighter,loud,louder
syntactic,gram3-comparative,tight,tighter,low,lower
syntactic,gram3-comparative,tight,tighter,new,newer
syntactic,gram3-comparative,tight,tighter,old,older
syntactic,gram3-comparative,tight,tighter,quick,quicker
syntactic,gram3-comparative,tight,tighter,safe,safer
syntactic,gram3-comparative,tight,tighter,sharp,sharper
syntactic,gram3-comparative,tight,tighter,short,shorter
syntactic,gram3-comparative,tight,tighter,simple,simpler
syntactic,gram3-comparative,tight,tighter,slow,slower
syntactic,gram3-comparative,tight,tighter,small,smaller
syntactic,gram3-comparative,tight,tighter,smart,smarter
syntactic,gram3-comparative,tight,tighter,strong,stronger
syntactic,gram3-comparative,tight,tighter,tall,taller
syntactic,gram3-comparative,tough,tougher,warm,warmer
syntactic,gram3-comparative,tough,tougher,weak,weaker
syntactic,gram3-comparative,tough,tougher,wide,wider
syntactic,gram3-comparative,tough,tougher,young,younger
syntactic,gram3-comparative,tough,tougher,bad,worse
syntactic,gram3-comparative,tough,tougher,big,bigger
syntactic,gram3-comparative,tough,tougher,bright,brighter
syntactic,gram3-comparative,tough,tougher,cheap,cheaper
syntactic,gram3-comparative,tough,tougher,cold,colder
syntactic,gram3-comparative,tough,tougher,cool,cooler
syntactic,gram3-comparative,tough,tougher,deep,deeper
syntactic,gram3-comparative,tough,tougher,easy,easier
syntactic,gram3-comparative,tough,tougher,fast,faster
syntactic,gram3-comparative,tough,tougher,good,better
syntactic,gram3-comparative,tough,tougher,great,greater
syntactic,gram3-comparative,tough,tougher,hard,harder
syntactic,gram3-comparative,tough,tougher,heavy,heavier
syntactic,gram3-comparative,tough,tougher,high,higher
syntactic,gram3-comparative,tough,tougher,hot,hotter
syntactic,gram3-comparative,tough,tougher,large,larger
syntactic,gram3-comparative,tough,tougher,long,longer
syntactic,gram3-comparative,tough,tougher,loud,louder
syntactic,gram3-comparative,tough,tougher,low,lower
syntactic,gram3-comparative,tough,tougher,new,newer
syntactic,gram3-comparative,tough,tougher,old,older
syntactic,gram3-comparative,tough,tougher,quick,quicker
syntactic,gram3-comparative,tough,tougher,safe,safer
syntactic,gram3-comparative,tough,tougher,sharp,sharper
syntactic,gram3-comparative,tough,tougher,short,shorter
syntactic,gram3-comparative,tough,tougher,simple,simpler
syntactic,gram3-comparative,tough,tougher,slow,slower
syntactic,gram3-comparative,tough,tougher,small,smaller
syntactic,gram3-comparative,tough,tougher,smart,smarter
syntactic,gram3-comparative,tough,tougher,strong,stronger
syntactic,gram3-comparative,tough,tougher,tall,taller
syntactic,gram3-comparative,tough,tougher,tight,tighter
syntactic,gram3-comparative,warm,warmer,weak,weaker
syntactic,gram3-comparative,warm,warmer,wide,wider
syntactic,gram3-comparative,warm,warmer,young,younger
syntactic,gram3-comparative,warm,warmer,bad,worse
syntactic,gram3-comparative,warm,warmer,big,bigger
syntactic,gram3-comparative,warm,warmer,bright,brighter
syntactic,gram3-comparative,warm,warmer,cheap,cheaper
syntactic,gram3-comparative,warm,warmer,cold,colder
syntactic,gram3-comparative,warm,warmer,cool,cooler
syntactic,gram3-comparative,warm,warmer,deep,deeper
syntactic,gram3-comparative,warm,warmer,easy,easier
syntactic,gram3-comparative,warm,warmer,fast,faster
syntactic,gram3-comparative,warm,warmer,good,better
syntactic,gram3-comparative,warm,warmer,great,greater
syntactic,gram3-comparative,warm,warmer,hard,harder
syntactic,gram3-comparative,warm,warmer,heavy,heavier
syntactic,gram3-comparative,warm,warmer,high,higher
syntactic,gram3-comparative,warm,warmer,hot,hotter
syntactic,gram3-comparative,warm,warmer,large,larger
syntactic,gram3-comparative,warm,warmer,long,longer
syntactic,gram3-comparative,warm,warmer,loud,louder
syntactic,gram3-comparative,warm,warmer,low,lower
syntactic,gram3-comparative,warm,warmer,new,newer
syntactic,gram3-comparative,warm,warmer,old,older
syntactic,gram3-comparative,warm,warmer,quick,quicker
syntactic,gram3-comparative,warm,warmer,safe,safer
syntactic,gram3-comparative,warm,warmer,sharp,sharper
syntactic,gram3-comparative,warm,warmer,short,shorter
syntactic,gram3-comparative,warm,warmer,simple,simpler
syntactic,gram3-comparative,warm,warmer,slow,slower
syntactic,gram3-comparative,warm,warmer,small,smaller
syntactic,gram3-comparative,warm,warmer,smart,smarter
syntactic,gram3-comparative,warm,warmer,strong,stronger
syntactic,gram3-comparative,warm,warmer,tall,taller
syntactic,gram3-comparative,warm,warmer,tight,tighter
syntactic,gram3-comparative,warm,warmer,tough,tougher
syntactic,gram3-comparative,weak,weaker,wide,wider
syntactic,gram3-comparative,weak,weaker,young,younger
syntactic,gram3-comparative,weak,weaker,bad,worse
syntactic,gram3-comparative,weak,weaker,big,bigger
syntactic,gram3-comparative,weak,weaker,bright,brighter
syntactic,gram3-comparative,weak,weaker,cheap,cheaper
syntactic,gram3-comparative,weak,weaker,cold,colder
syntactic,gram3-comparative,weak,weaker,cool,cooler
syntactic,gram3-comparative,weak,weaker,deep,deeper
syntactic,gram3-comparative,weak,weaker,easy,easier
syntactic,gram3-comparative,weak,weaker,fast,faster
syntactic,gram3-comparative,weak,weaker,good,better
syntactic,gram3-comparative,weak,weaker,great,greater
syntactic,gram3-comparative,weak,weaker,hard,harder
syntactic,gram3-comparative,weak,weaker,heavy,heavier
syntactic,gram3-comparative,weak,weaker,high,higher
syntactic,gram3-comparative,weak,weaker,hot,hotter
syntactic,gram3-comparative,weak,weaker,large,larger
syntactic,gram3-comparative,weak,weaker,long,longer
syntactic,gram3-comparative,weak,weaker,loud,louder
syntactic,gram3-comparative,weak,weaker,low,lower
syntactic,gram3-comparative,weak,weaker,new,newer
syntactic,gram3-comparative,weak,weaker,old,older
syntactic,gram3-comparative,weak,weaker,quick,quicker
syntactic,gram3-comparative,weak,weaker,safe,safer
syntactic,gram3-comparative,weak,weaker,sharp,sharper
syntactic,gram3-comparative,weak,weaker,short,shorter
syntactic,gram3-comparative,weak,weaker,simple,simpler
syntactic,gram3-comparative,weak,weaker,slow,slower
syntactic,gram3-comparative,weak,weaker,small,smaller
syntactic,gram3-comparative,weak,weaker,smart,smarter
syntactic,gram3-comparative,weak,weaker,strong,stronger
syntactic,gram3-comparative,weak,weaker,tall,taller
syntactic,gram3-comparative,weak,weaker,tight,tighter
syntactic,gram3-comparative,weak,weaker,tough,tougher
syntactic,gram3-comparative,weak,weaker,warm,warmer
syntactic,gram3-comparative,wide,wider,young,younger
syntactic,gram3-comparative,wide,wider,bad,worse
syntactic,gram3-comparative,wide,wider,big,bigger
syntactic,gram3-comparative,wide,wider,bright,brighter
syntactic,gram3-comparative,wide,wider,cheap,cheaper
syntactic,gram3-comparative,wide,wider,cold,colder
syntactic,gram3-comparative,wide,wider,cool,cooler
syntactic,gram3-comparative,wide,wider,deep,deeper
syntactic,gram3-comparative,wide,wider,easy,easier
syntactic,gram3-comparative,wide,wider,fast,faster
syntactic,gram3-comparative,wide,wider,good,better
syntactic,gram3-comparative,wide,wider,great,greater
syntactic,gram3-comparative,wide,wider,hard,harder
syntactic,gram3-comparative,wide,wider,heavy,heavier
syntactic,gram3-comparative,wide,wider,high,higher
syntactic,gram3-comparative,wide,wider,hot,hotter
syntactic,gram3-comparative,wide,wider,large,larger
syntactic,gram3-comparative,wide,wider,long,longer
syntactic,gram3-comparative,wide,wider,loud,louder
syntactic,gram3-comparative,wide,wider,low,lower
syntactic,gram3-comparative,wide,wider,new,newer
syntactic,gram3-comparative,wide,wider,old,older
syntactic,gram3-comparative,wide,wider,quick,quicker
syntactic,gram3-comparative,wide,wider,safe,safer
syntactic,gram3-comparative,wide,wider,sharp,sharper
syntactic,gram3-comparative,wide,wider,short,shorter
syntactic,gram3-comparative,wide,wider,simple,simpler
syntactic,gram3-comparative,wide,wider,slow,slower
syntactic,gram3-comparative,wide,wider,small,smaller
syntactic,gram3-comparative,wide,wider,smart,smarter
syntactic,gram3-comparative,wide,wider,strong,stronger
syntactic,gram3-comparative,wide,wider,tall,taller
syntactic,gram3-comparative,wide,wider,tight,tighter
syntactic,gram3-comparative,wide,wider,tough,tougher
syntactic,gram3-comparative,wide,wider,warm,warmer
syntactic,gram3-comparative,wide,wider,weak,weaker
syntactic,gram3-comparative,young,younger,bad,worse
syntactic,gram3-comparative,young,younger,big,bigger
syntactic,gram3-comparative,young,younger,bright,brighter
syntactic,gram3-comparative,young,younger,cheap,cheaper
syntactic,gram3-comparative,young,younger,cold,colder
syntactic,gram3-comparative,young,younger,cool,cooler
syntactic,gram3-comparative,young,younger,deep,deeper
syntactic,gram3-comparative,young,younger,easy,easier
syntactic,gram3-comparative,young,younger,fast,faster
syntactic,gram3-comparative,young,younger,good,better
syntactic,gram3-comparative,young,younger,great,greater
syntactic,gram3-comparative,young,younger,hard,harder
syntactic,gram3-comparative,young,younger,heavy,heavier
syntactic,gram3-comparative,young,younger,high,higher
syntactic,gram3-comparative,young,younger,hot,hotter
syntactic,gram3-comparative,young,younger,large,larger
syntactic,gram3-comparative,young,younger,long,longer
syntactic,gram3-comparative,young,younger,loud,louder
syntactic,gram3-comparative,young,younger,low,lower
syntactic,gram3-comparative,young,younger,new,newer
syntactic,gram3-comparative,young,younger,old,older
syntactic,gram3-comparative,young,younger,quick,quicker
syntactic,gram3-comparative,young,younger,safe,safer
syntactic,gram3-comparative,young,younger,sharp,sharper
syntactic,gram3-comparative,young,younger,short,shorter
syntactic,gram3-comparative,young,younger,simple,simpler
syntactic,gram3-comparative,young,younger,slow,slower
syntactic,gram3-comparative,young,younger,small,smaller
syntactic,gram3-comparative,young,younger,smart,smarter
syntactic,gram3-comparative,young,younger,strong,stronger
syntactic,gram3-comparative,young,younger,tall,taller
syntactic,gram3-comparative,young,younger,tight,tighter
syntactic,gram3-comparative,young,younger,tough,tougher
syntactic,gram3-comparative,young,younger,warm,warmer
syntactic,gram3-comparative,young,younger,weak,weaker
syntactic,gram3-comparative,young,younger,wide,wider
syntactic,gram4-superlative,bad,worst,big,biggest
syntactic,gram4-superlative,bad,worst,bright,brightest
syntactic,gram4-superlative,bad,worst,cold,coldest
syntactic,gram4-superlative,bad,worst,cool,coolest
syntactic,gram4-superlative,bad,worst,dark,darkest
syntactic,gram4-superlative,bad,worst,easy,easiest
syntactic,gram4-superlative,bad,worst,fast,fastest
syntactic,gram4-superlative,bad,worst,good,best
